artist_name,track_name,release_date,genre,lyrics
The Killers,Mr. Brightside,2003,indie,comin out of my cage and ive been doin just fine gotta gotta be down because i want it all it started out with a kiss how did it end up like this it was only a kiss it was only a kiss now im falling asleep and shes calling a cab while hes having a smoke and shes taking a drag now theyre goin to bed and my stomach is sick and its all in my head but shes touching his chest now he takes off her dress now let me go and i just cant look its killing me and taking control jealousy turning saints into the sea swimming through sick lullabies choking on your alibis but its just the price i pay destiny is calling me open up my eager eyes cause im mr brightside im comin out of my cage and ive been doin just fine gotta gotta be down because i want it all it started out with a kiss how did it end up like this it was only a kiss it was only a kiss now im falling asleep and shes calling a cab while hes havin a smoke and shes taking a drag now theyre goin to bed and my stomach is sick and its all in my head but shes touching his chest now he takes off her dress now let me go cause i just cant look its killing me and taking control jealousy turning saints into the sea swimming through sick lullabies choking on your alibis but its just the price i pay destiny is calling me open up my eager eyes cause im mr brightside i never i never i never i never
The Killers,All These Things That I’ve Done,2004,indie,when theres nowhere else to run is there room for one more son one more son if you can hold on if you can hold on hold on i wanna stand up i wanna let go you know you know no you dont you dont i wanna shine on in the hearts of man i want a meanin from the back of my broken hand another head aches another heart breaks im so much older than i can take and my affection well it comes and goes i need direction to perfection no no no no help me out yeah you know you gotta help me out yeah oh dont you put me on the back burner you know you gotta help me out yeah and when theres nowhere else to run is there room for one more son these changes aint changin me the coldhearted boy i used to be yeah you know you gotta help me out yeah oh dont you put me on the back burner you know you gotta help me out yeah youre gonna bring yourself down yeah youre gonna bring yourself down yeah youre gonna bring yourself down i got soul but im not a soldier i got soul but im not a soldier i got soul but im not a soldier i got soul but im not a soldier i got soul but im not a soldier i got soul but im not a soldier i got soul but im not a soldier i got soul but im not a soldier i got soul but im not a soldier i got soul but im not a soldier time truth and hearts yeah you know you gotta help me out yeah oh dont you put me on the back burner you know you gotta help me out yeah youre gonna bring yourself down yeah youre gonna bring yourself down yeah oh dont you put me on the back burner youre gonna bring yourself down yeah youre gonna bring yourself down over and in youre gonna bring yourself down last call for sin bring yourself down while everyones lost the battle is won with all these things that ive done all these things that ive done time truth and hearts if you can hold on if you can hold on
The Killers,Somebody Told Me,2004,indie,breakin my back just to know your name seventeen tracks and ive had it with this game im breakin my back just to know your name but heaven aint close in a place like this anything goes but dont blink you might miss cause heaven aint close in a place like this i said oh heaven aint close in a place like this bring it back down bring it back down tonight oohooh never thought id let a rumor ruin my moonlight well somebody told me you had a boyfriend who looked like a girlfriend that i had in february of last year its not confidential ive got potential ready lets roll onto somethin new takin its toll then im leaving without you cause heaven aint close in a place like this i said oh heaven aint close in a place like this bring it back down bring it back down tonight oohooh never thought id let a rumor ruin my moonlight well somebody told me you had a boyfriend who looked like a girlfriend that i had in february of last year its not confidential ive got potential arushin arushin around pace yourself for me for me i said maybe baby please please but i just dont know now maybe baby when all i wanna do is try well somebody told me you had a boyfriend who looked like a girlfriend that i had in february of last year its not confidential ive got potential arushin arushin around oh somebody told me you had a boyfriend who looked like a girlfriend that i had in february of last year its not confidential ive got potential arushin arushin around somebody told me you had a boyfriend who looked like a girlfriend that i had in february of last year its not confidential ive got potential arushin arushin around
The Killers,Human,2008,indie,i did my best to notice when the call came down the line up to the platform of surrender i was brought but i was kind and sometimes i get nervous when i see an open door close your eyes clear your heart cut the cord are we human or are we dancer my sign is vital my hands are cold and im on my knees looking for the answer are we human or are we dancer pay my respects to grace and virtue send my condolences to good give my regards to soul and romance they always did the best they could and so long to devotion you taught me everything i know wave goodbye wish me well youve got to let me go are we human or are we dancer my sign is vital my hands are cold and im on my knees looking for the answer are we human or are we dancer will your system be alright when you dream of home tonight there is no message were receiving let me know is your heart still beating are we human or are we dancer my sign is vital my hands are cold and im on my knees looking for the answer youve got to let me know are we human or are we dancer my sign is vital my hands are cold and im on my knees looking for the answer are we human or are we dancer are we human or are we dancer are we human or are we dancer
The Killers,When You Were Young,2006,indie,when you were young i said he doesnt look a thing like jesus he doesnt look a thing like jesus but more than youll ever know
The Killers,The Man,2017,indie,i know the score like the back of my hand them other boys i dont give a damn they kiss on the ring i carry the crown nothing can break nothing can break me down dont need no advice i got a plan oohooh i know the direction the lay of the land oohooh i know the score like the back of my hand them other boys i dont give a damn im the man come round nononothing can break nonothing can break me down im the man come round and nononothing can break you cant break me down i got gas in the tank i got money in the bank i got news for you baby youre looking at the man looking at the man i got skin in the game i got a household name i got news for you baby youre looking at the man when it comes to friday i always earn oohooh dont try to teach me i got nothing to learn cause baby im gifted you see what i mean usda certified lean im the man come round nononothing can break you cant break me down i got gas in the tank i got money in the bank i got news for you baby youre looking at the man looking at the man i got skin in the game i dont feel no pain i got news for you baby youre looking at the man whos the man whos the man im the man im the man whos the man with the plan im the man looking at the man whos the man whos the man im the man im the man whos the man with the plan im the man im the man oohoohooh im the man oohoohooh i got gas in the tank i got money in the bank i got news for you baby youre looking at the man looking at the man i got skin in the game headed to the hall of fame i got news for you baby youre looking at the man right hand to god first in command my testimony when i take the stand whos the man whos the man im the man im the man whos the man with the plan im the man looking at the man whos the man whos the man im the man im the man whos the man with the plan im the man i dont give a damn im the man haa haah
The Killers,Read My Mind,2007,indie,on the corner of main street just tryna keep it in line you say you wanna move on and you say im falling behind can you read my mind can you read my mind i never really gave up on breaking out of this twostar town i got the green light i got a little fight im gonna turn this thing around can you read my mind oooh can you read my mind oooh the good old days the honest man the restless heart the promised land a subtle kiss that no one sees a broken wrist and a big trapeze oh well i dont mind if you dont mind cause i dont shine if you dont shine before you go can you read my mind its funny how you just break down waiting on some sign i pull up to the front of your driveway with magic soaking my spine can you read my mind oooh can you read my mind oooh the teenage queen the loaded gun the drop dead dream the chosen one a southern drawl a world unseen a city wall and a trampoline oh well i dont mind if you dont mind cause i dont shine if you dont shine before you jump tell me what you find when you read my mind slipping in my faith until i fall he never returned that call woman open the door dont let it sting i wanna breathe that fire again she said i dont mind if you dont mind i dont mind if you dont mind cause i dont shine if you dont shine i dont shine if you dont shine put your back on me put your back on me i dont mind if you dont mind oh put your back on me oooh the stars are blazing like rebel diamonds cut out of the sun can you read my mind oooh oooh
The Killers,Jenny Was a Friend of Mine,2004,indie,we took a walk that night but it wasnt the same we had a fight on the promenade out in the rain she said she loved me but she had somewhere to go she couldnt scream while i held her close i swore id never let her go tell me what you wanna know oh come on oh come on oh come on there aint no motive for this crime jenny was a friend of mine so come on oh come on oh come on oh oh oh i know my rights ive been here all day and its time for me to go so let me know if its alright i just cant take this i swear i told you the truth she couldnt scream while i held her close i swore id never let her go oh tell me what you wanna know oh come on oh come on oh come on and then you whisper in my ear i know what youre doin here so come on oh come on oh come on there aint no motive for this crime jenny was a friend of mine oh come on oh come on oh come on oh oh oh
The Killers,Spaceman,2008,indie,oh oh oh oh oh ooh oh oh oh oh oh ooh oh oh oh oh oh ooh oh oh oh oh oh ooh it started with a low light next thing i knew they ripped me from my bed and then they took my blood type it left a strange impression in my head you know that i was hoping that i could leave this starcrossed world behind but when they cut me open i guess i changed my mind and you know i might have just flown too far from the floor this time cause theyre calling me by my name and theyre zipping white light beams disregarding bombs and satellites that was the turning point that was one lonely night the storm maker says it aint so bad the dream makers gonna make you mad the spaceman says everybody look down its all in your mind well now im back at home and im looking forward to this life i live you know its gonna haunt me so hesitation to this life i give you think you might cross over youre caught between the devil and the deep blue sea youd better look it over before you make that leap and you know im fine but i hear those voices at night sometimes they justify my claim and the public dont dwell on my transmission cause it wasnt televised but it was the turning point oh what a lonely night the storm maker says it aint so bad the dream makers gonna make you mad the spaceman says everybody look down its all in your mind the storm maker says it aint so bad the dream makers gonna make you mad the spaceman says everybody look down its all in your mind my global position systems are vocally addressed they say the nile used to run from east to west they say the nile used to run from east to west im fine but i hear those voices at night sometimes the storm maker says it aint so bad the dream makers gonna make you mad the spaceman says everybody look down its all in your mind the storm maker says it aint so bad the dream makers gonna make you mad the spaceman says everybody look down its all in your mind its all in my mind its all in my mind
The Killers,Smile Like You Mean It,2005,indie,save some face you know youve only got one change your ways while youre young boy one day youll be a man oh girl hell help you understand smile like you mean it smile like you mean it looking back at sunsets on the east side we lost track of the time dreams arent what they used to be some things slide by so carelessly smile like you mean it smile like you mean it and someone is calling my name from the back of the restaurant and someone is playing a game in the house that i grew up in and someone will drive her around down the same streets that i did on the same streets that i did smile like you mean it smile like you mean it smile like you mean it smile like you mean it oh no oh no no no oh no oh no no no no no no no
Imagine Dragons,Believer,2017,indie,first things first ima say all the words inside my head im fired up and tired of the way that things have been ohooh the way that things have been ohooh second things second dont you tell me what you think that i could be im the one at the sail im the master of my sea ohooh the master of my sea ohooh i was broken from a young age taking my sulkin to the masses writing my poems for the few that look at me took to me shook at me feelin me singing from heartache from the pain taking my message from the veins speaking my lesson from the brain seeing the beauty through the pain you made me a you made me a believer believer pain you break me down you build me up believer believer pain oh let the bullets fly oh let them rain my life my love my drive it came from pain you made me a you made me a believer believer third things third send a prayer to the ones up above all the hate that youve heard has turned your spirit to a dove ohooh your spirit up above ohooh i was chokin in the crowd building my rain up in the cloud falling like ashes to the ground hoping my feelings they would drown but they never did ever lived ebbin and flowin inhibited limited til it broke open and rained down it rained down like pain you made me a you made me a believer believer pain you break me down you build me up believer believer pain oh let the bullets fly oh let them rain my life my love my drive it came from pain you made me a you made me a believer believer last things last by the grace of the fire and the flames youre the face of the future the blood in my veins ohooh the blood in my veins ohooh but they never did ever lived ebbin and flowin inhibited limited til it broke open and rained down it rained down like pain you made me a you made me a believer believer pain you break me down you build me up believer believer pain oh let the bullets fly oh let them rain my life my love my drive it came from pain you made me a you made me a believer believer
Imagine Dragons,Thunder,2017,indie,just a young gun with a quick fuse i was uptight wanna let loose i was dreaming of bigger things and wanna leave my own life behind not a yes sir not a follower fit the box fit the mold have a seat in the foyer take a number i was lightning before the thunder thunder thunder thunder thun thunder thththunder thunder thunder thunder thun thunder thththunder thunder thunder feel the thunder lightning then the thunder thunder feel the thunder lightning then the thunder thunder thunder thunder kids were laughin in my classes while i was schemin for the masses who do you think you are dreaming bout being a big star they say youre basic they say youre easy youre always riding in the backseat now im smilin from the stage while you were clappin in the nosebleeds thunder thunder thunder thun thunder thththunder thunder thunder thunder thun thunder thththunder thunder thunder feel the thunder lightning then the thunder thunder feel the thunder lightning then the thunder thunder thunder feel the thunder lightning then the thunder thunder thunder feel the thunder lightning then the thunder thunder thunder feel the thunder lightning then the thunder thunder thunder feel the thunder never give up never give up lightning then the thunder thunder never give up on your dreams thunder feel the thunder never give up never give up lightning then the thunder thunder never give up on your dreams thunder thunder thun thunder thththunder thunder thunder thunder thun thunder thththunder thunder woo thunder thunder thun thunder thththunder thunder thunder thunder thun thunder thththunder thunder
Imagine Dragons,Demons,2013,indie,when the days are cold and the cards all fold and the saints we see are all made of gold when your dreams all fail and the ones we hail are the worst of all and the bloods run stale i wanna hide the truth i wanna shelter you but with the beast inside theres nowhere we can hide no matter what we breed we still are made of greed this is my kingdom come this is my kingdom come when you feel my heat look into my eyes its where my demons hide its where my demons hide dont get too close its dark inside its where my demons hide its where my demons hide at the curtains call its the last of all when the lights fade out all the sinners crawl so they dug your grave and the masquerade will come calling out at the mess youve made dont wanna let you down but i am hellbound though this is all for you dont wanna hide the truth no matter what we breed we still are made of greed this is my kingdom come this is my kingdom come when you feel my heat look into my eyes its where my demons hide its where my demons hide dont get too close its dark inside its where my demons hide its where my demons hide they say its what you make i say its up to fate its woven in my soul i need to let you go your eyes they shine so bright i wanna save that light i cant escape this now unless you show me how when you feel my heat look into my eyes its where my demons hide its where my demons hide dont get too close its dark inside its where my demons hide its where my demons hide
Imagine Dragons,Enemy,2021,indie,look out for yourself i wake up to the sounds of the silence that allows for my mind to run around with my ear up to the ground im searchin to behold the stories that are told when my back is to the world that was smilin when i turned tell you youre the greatest but once you turn they hate us oh the misery everybody wants to be my enemy spare the sympathy everybody wants to be my enemyyyyy look out for yourself my enemyyyyy look look look look look out for yourself but im ready your words up on th wall as youre prayin for my fall and the laughter in th halls and the names that ive been called i stack it in my mind and im waitin for the time when i show you what its like to be words spit in a mic tell you youre the greatest but once you turn they hate us ha oh the misery everybody wants to be my enemy spare the sympathy everybody wants to be my enemyyyyy look look look look look out for yourself my enemyyyyy look look look look yeah look out for yourself uh look okay im hopin that somebody pray for me im prayin that somebody hope for me im stayin where nobody posed to be ppposted being a wreck of emotions ready to go whenever just let me know the road is long so put the pedal into the floor the enemy on my trail my energy unavailable ima tell em hasta luego they wanna plot on my trot to the top i been outta shape thinkin out the box im an astronaut i blasted off the planet rock to cause catastrophe and it matters more because i had it not had i thought about wreaking havoc on an opposition kinda shockin they wanted static with precision im automatic quarterback i aint talkin sackin pack it pack it up i dont panic batterbatter up who the baddest it dont matter cause we at your throat everybody wants to be my enemy spare the sympathy ah everybody wants to be my enemy oh the misery ah everybody wants to be my enemy spare the sympathy ah everybody wants to be my enemy pray it away i swear ill never be a saint no way my enemy pray it away i swear ill never be a saint look out for yourself
Imagine Dragons,Radioactive,2012,indie,woah ohoh woah ohoh woah ohoh woah im waking up to ash and dust i wipe my brow and i sweat my rust im breathing in the chemicals im breaking in shaping up then checking out on the prison bus this is it the apocalypse woah im waking up i feel it in my bones enough to make my system blow welcome to the new age to the new age welcome to the new age to the new age woahoh woah im radioactive radioactive woahoh woah im radioactive radioactive i raise my flags dye my clothes its a revolution i suppose were painted red to fit right in woah im breaking in shaping up then checking out on the prison bus this is it the apocalypse woah im waking up i feel it in my bones enough to make my system blow welcome to the new age to the new age welcome to the new age to the new age woahoh woah im radioactive radioactive woahoh woah im radioactive radioactive all systems go the sun hasnt died deep in my bones straight from inside im waking up i feel it in my bones enough to make my system blow welcome to the new age to the new age welcome to the new age to the new age woahoh woah im radioactive radioactive woahoh woah im radioactive radioactive
Imagine Dragons,Whatever It Takes,2017,indie,falling too fast to prepare for this tripping in the world could be dangerous everybody circling is vulturous negative nepotist everybody waiting for the fall of man everybody praying for the end of times everybody hoping they could be the one i was born to run i was born for this whip whip run me like a racehorse pull me like a ripcord break me down and build me up i wanna be the slip slip word upon your lip lip letter that you rip rip break me down and build me up whatever it takes cause i love the adrenaline in my veins i do whatever it takes cause i love how it feels when i break the chains whatever it takes yeah take me to the top im ready for whatever it takes cause i love the adrenaline in my veins i do what it takes always had a fear of being typical looking at my body feeling miserable always hanging on to the visual i wanna be invisible looking at my years like a martyrdom everybody needs to be a part of em never be enough im the prodigal son i was born to run i was born for this whip whip run me like a racehorse pull me like a ripcord break me down and build me up i wanna be the slip slip word upon your lip lip letter that you rip rip break me down and build me up whatever it takes cause i love the adrenaline in my veins i do whatever it takes cause i love how it feels when i break the chains whatever it takes yeah take me to the top im ready for whatever it takes cause i love the adrenaline in my veins i do what it takes hypocritical egotistical dont wanna be the parenthetical hypothetical working hard on something that im proud of out of the box an epoxy to the world and the vision weve lost im an apostrophe im just a symbol to remind you that theres more to see im just a product of the system a catastrophe and yet a masterpiece and yet im halfdiseased and when i am deceased at least ill go down to the grave and die happily and leave the body and the soul to be a part of thee i do what it takes whatever it takes cause i love the adrenaline in my veins i do whatever it takes cause i love how it feels when i break the chains whatever it takes yeah take me to the top im ready for whatever it takes cause i love the adrenaline in my veins i do what it takes
Imagine Dragons,Natural,2018,indie,will you hold the line when every one of them has given up and given in tell me in this house of mine nothing ever comes without a consequence or cost tell me will the stars align will heaven step in will it save us from our sin will it cause this house of mine stands strong thats the price you pay leave behind your heart and cast away just another product of today rather be the hunter than the prey and youre standing on the edge face up cause youre a natural a beating heart of stone you gotta be so cold to make it in this world yeah youre a natural living your life cutthroat you gotta be so cold yeah youre a natural will somebody let me see the light within the dark trees shadowing whats happenin lookin through the glass find the wrong within the past knowin oh we are the youth cut until it bleeds inside a world without the peace facing a bit of the truth the truth thats the price you pay leave behind your heart and cast away just another product of today rather be the hunter than the prey and youre standing on the edge face up cause youre a natural a beating heart of stone you gotta be so cold to make it in this world yeah youre a natural living your life cutthroat you gotta be so cold yeah youre a natural deep inside me im fading to black im fading took an oath by the blood of my hand wont break it i can taste it the end is upon us i swear im gonna make it im gonna make it natural a beating heart of stone you gotta be so cold to make it in this world yeah youre a natural living your life cutthroat you gotta be so cold yeah youre a natural natural yeah youre a natural
Imagine Dragons,Bad Liar,2018,indie,oh hush my dear its been a difficult year and terrors dont prey on innocent victims trust me darlin trust me darlin its been a loveless year im a man of three fears integrity faith and crocodile tears trust me darlin trust me darlin so look me in the eyes tell me what you see perfect paradise tearin at the seams i wish i could escape it i dont wanna fake it wish i could erase it make your heart believe but im a bad liar bad liar now you know now you know im a bad liar bad liar now you know youre free to go did all my dreams never mean one thing does happiness lie in a diamond ring oh ive been askin for oh ive been askin for problems problems problems i wage my war on the world inside i take my gun to the enemys side oh ive been askin for trust me darlin trust me darlin oh ive been askin for problems problems problems so look me in the eyes tell me what you see perfect paradise tearin at the seams i wish i could escape it i dont wanna fake it wish i could erase it make your heart believe but im a bad liar bad liar now you know now you know im a bad liar bad liar now you know youre free to go i cant breathe i cant be i cant be what you want me to be believe me this one time believe me im a bad liar bad liar now you know now you know im a bad liar bad liar now you know youre free to go ohohoh please believe me please believe me
Imagine Dragons,Radioactive (Remix),2014,indie,woah ohoh woah ohoh woah ohoh woah im waking up to ash and dust i wipe my brow and i sweat my rust im breathing in the chemicals im breaking in shaping up then checking out on the prison bus this is it the apocalypse woah im wakin up i feel it in my bones enough to make my systems blow welcome to the new age to the new age welcome to the new age to the new age woahoh woah im radioactive radioactive woahoh woah im radioactive radioactive i raise my flags dye my clothes its a revolution i suppose were painted red to fit right in woah im breaking in shaping up then checking out on the prison bus this is it the apocalypse woah im wakin up i feel it in my bones enough to make my systems blow welcome to the new age to the new age welcome to the new age to the new age woahoh woah im radioactive radioactive woahoh woah im radioactive radioactive all systems go the sun hasnt died deep in my bones straight from inside bury me alive bury me with pride bury me with berries that forbidden fruit and cherry wine thank you berry much but tonights my night and im barry bonds swingin for the fences barbaric kendrick in idle time everything in lifes subject to change change whip change grind change clothes change opinions right before i change my mind i dont really know your business been in there since i was bendin lego blocks now you tell the world about me dry snitch tater tots on my shotgun now i gotta pop one at the stars skys the limit i gotta finish as the first rapper on mars mark my word ima make my mark even when they start their martial law even when these martians alienate my mental state is still at heart fuck look in my eyes tell me i died tell me i tried to compromise tell me you love me tell me that i dont give a fuck and can barely decide wishin good luck on my enemies all of my energy go to the almighty god i could drown in a bottle of hennessy fuck your amenities im gettin better with time ah im wakin up i feel it in my bones enough to make my systems blow welcome to the new age to the new age welcome to the new age to the new age woahoh woah im radioactive radioactive woahoh woah im radioactive radioactive im radioactive radioactive
Imagine Dragons,Not Today,2016,indie,there she goes in front of me take my life and set me free again well make a memory out of it holy road is at my back dont look on take me back again well make a memory out of it we finally fall apart and we break each others hearts if we wanna live young love we better start today its gotta get easier oh easier somehow cause im falling im falling oh easier and easier somehow oh im calling im calling and it isnt over unless it is over i dont wanna wait for that its gotta get easier and easier somehow but not today not today there she goes in front of me take my life set me free again well make a memory out of it holy road was at my back dont look on take me back again well make a memory out of it we finally fall apart and we break each others hearts if we wanna live young love we better start today its gotta get easier oh easier somehow cause im falling im falling oh easier and easier somehow oh im calling im calling and it isnt over unless it is over i dont wanna wait for that its gotta get easier and easier so come with me well come with me hey so come with me well come with me hey not today not today not today not today its gotta get easier and easier somehow cause im falling im falling and easier and easier somehow oh im calling im calling and it isnt over unless it is over i dont wanna wait for that its gotta get easier and easier somehow its gotta get easier and easier somehow not today not today not today not today not today
Sufjan Stevens,Mystery of Love,2017,indie,oh to see without my eyes the first time that you kissed me boundless by the time i cried i built your walls around me white noise what an awful sound fumbling by rogue river feel my feet above the ground hand of god deliver me oh oh woeohwoah is me the first time that you touched me oh will wonders ever cease blessed be the mystery of love lord i no longer believe drowned in living waters cursed by the love that i received from my brothers daughter like hephaestion who died alexanders lover now my riverbed has dried shall i find no other oh oh woeohwoah is me im running like a plover now im prone to misery the birthmark on your shoulder reminds me how much sorrow can i take blackbird on my shoulder and what difference does it make when this love is over shall i sleep within your bed river of unhappiness hold your hands upon my head till i breathe my last breath oh oh woeohwoah is me the last time that you touched me oh will wonders ever cease blessed be the mystery of love
Sufjan Stevens,Fourth of July,2015,indie,the evil it spread like a fever ahead it was night when you died my firefly what could i have said to raise you from the dead oh could i be the sky on the fourth of july well you do enough talk my little hawk why do you cry tell me what did you learn from the tillamook burn or the fourth of july were all gonna die sitting at the bed with the halo at your head was it all a disguise like junior high where everything was fiction future and prediction now where am i my fading supply did you get enough love my little dove why do you cry and im sorry i left but it was for the best though it never felt right my little versailles the hospital asked should the body be cast before i say goodbye my star in the sky such a funny thought to wrap you up in cloth do you find it all right my dragonfly shall we look at the moon my little loon why do you cry make the most of your life while it is rife while it is light well you do enough talk my little hawk why do you cry tell me what did you learn from the tillamook burn or the fourth of july were all gonna die were all gonna die were all gonna die were all gonna die were all gonna die were all gonna die were all gonna die were all gonna die
Sufjan Stevens,Should Have Known Better,2015,indie,i should have known better to see what i could see my black shroud holding down my feelings a pillar for my enemies i should have wrote a letter and grieve what i happen to grieve my black shroud i never trust my feelings i waited for the remedy when i was three three maybe four she left us at that video store oh be my rest be my fantasy oh be my rest be my fantasy im light as a feather im bright as the oregon breeze my black shroud frightened by my feelings i only wanna be a relief no im not a gogetter the demon had a spell on me my black shroud captain of my feelings the only thing i wanna believe when i was three and free to explore i saw her face on the back of the door oh be my rest be my fantasy oh be my rest be my fantasy i should have known better nothing can be changed the past is still the past the bridge to nowhere i should have wrote a letter explaining what i feel that empty feeling dont back down concentrate on seeing the breakers in the bar the neighbors greeting my brother had a daughter the beauty that she brings illumination dont back down there is nothing left the breakers in the bar no reason to live im a fool in the fetter fool in the fetter rose of aarons beard where you can reach me dont back down nothing can be changed cantilever bridge the drunken sailor my brother had a daughter brother had a daughter the beauty that she brings illumination illumination illumination
Sufjan Stevens,Visions of Gideon,2017,indie,i have loved you for the last time is it a video is it a video i have touched you for the last time is it a video is it a video for the love for laughter i flew up to your arms is it a video is it a video for the love for laughter i flew up to your arms is it a video is it a video is it a video i have loved you for the last time visions of gideon visions of gideon and i have kissed you for the last time visions of gideon visions of gideon for the love for laughter i flew up to your arms is it a video is it a video is it a video is it a video for the love for laughter i flew up to your arms is it a video is it a video is it a video is it a video for the love for laughter i flew up to your arms visions of gideon visions of gideon visions of gideon visions of gideon for the love for laughter i flew up to your arms visions of gideon visions of gideon visions of gideon visions of gideon visions of gideon visions of gideon visions of gideon visions of gideon visions of gideon visions of gideon visions of gideon visions of gideon is it a video visions of gideon is it a video visions of gideon visions of gideon is it a video visions of gideon is it a video visions of gideon is it a video is it a video is it a video
Sufjan Stevens,Death with Dignity,2015,indie,spirit of my silence i can hear you but im afraid to be near you and i dont know where to begin and i dont know where to begin somewhere in the desert theres a forest and an acre before us but i dont know where to begin but i dont know where to begin again ive lost my strength completely oh be near me tired old mare with the wind in your hair amethyst and flowers on the table on the table is it real or a fable is it real or a fable well i suppose a friend is a friend and we all know how this will end chimney swift that finds me be my keeper be my keeper silhouette of the cedar silhouette of the cedar what is that song you sing for the dead what is that song you sing for the dead i see the signal searchlight strike me in the window of my room well i got nothing to prove well i got nothing to prove i forgive you mother i can hear you i can hear you and i long to be near you and i long to be near you but every road leads to an end yes every road leads to an end your apparition passes through me in the willows five red hens youll never see us again youll never see us again
Sufjan Stevens,Casimir Pulaski Day,2005,indie,goldenrod and the h stone the things i brought you when i found out you had cancer of the bone your father cried on the telephone and he drove his car into the navy yard just to prove that he was sorry in the morning through the window shade when the light pressed up against your shoulderblade i could see what you were reading all the glory that the lord has made and the complications you could do without when i kissed you on the mouth tuesday night at the bible study we lift our hands and pray over your body but nothing ever happens i remember at michaels house in the living room when you kissed my neck and i almost touched your blouse in the morning at the top of the stairs when your father found out what we did that night and you told me you were scared all the glory when you ran outside with your shirt tucked in and your shoes untied and you told me not to follow you sunday night when i cleaned the house i find the card where you wrote it out with the pictures of your mother on the floor at the great divide with my shirt tucked in and my shoes untied i am crying in the bathroom in the morning when you finally go and the nurse runs in with her head hung low and the cardinal hits the window in the morning in the winter shade on the first of march on the holiday i thought i saw you breathing all the glory that the lord has made and the complications when i see his face in the morning in the window all the glory when he took our place but he took my shoulders and he shook my face and he takes and he takes and he takes
Sufjan Stevens,The Only Thing,2015,indie,the only thing that keeps me from driving this car halflight jack knife into the canyon at night signs and wonders perseus aligned with the skull slain medusa pegasus alight from us all do i care if i survive this bury the dead where theyre found in a veil of great surprises i wonder did you love me at all the only thing that keeps me from cutting my arm cross hatch warm bath holiday inn after dark signs and wonders water stain riding the wall daniels message blood of the moon on us all do i care if i despise this nothing else matters i know in a veil of great disguises how do i live with your ghost should i tear my eyes out now everything i see returns to you somehow should i tear my heart out now everything i feel returns to you somehow i want to save you from your sorrow the only reason why i continue at all faith in reason i wasted my life playing dumb signs and wonders sea lion caves in the dark blind faith gods grace nothing else left to impart do i care if i survive this bury the dead where theyre found in a veil of great surprises hold to my head till i drown should i tear my eyes out now before i see too much should i tear my arms out now i wanna feel your touch should i tear my eyes out now everything i see returns to you somehow should i tear my heart out now everything i feel returns to you somehow
Sufjan Stevens,All of Me Wants All of You,2015,indie,shall we beat this or celebrate it youre not the one to talk things through you checked your texts while i masturbated manelich i feel so used found myself on spencers butte traced your shadow with my shoe empty outline changed my view now all of me thinks less of you on the sheet i see your horizon all of me pressed onto you but in this light you look like poseidon im just a ghost you walk right through saw myself on spencers butte all of me wants all of you landscape changed my point of view all of me wants all of you revelation may come true all of me wants all of you now all of me thinks less of you all of me wants all of you all of me wants all of you all of me wants all of you all of me wants all of you all of me wants all of you
Sufjan Stevens,John My Beloved,2015,indie,are we to speak first day of the week stumbling words at the bar beauty blue eyes my order of fries long island kindness and wine beloved of john i get it all wrong i read you for some kind of poem covered in lines the fossils i find have they no life of their own so can we pretend sweetly before the mystery ends i am a man with a heart that offends with its lonely and greedy demands theres only a shadow of me in a matter of speaking im dead such a waste your beautiful face stumbling carpet arise go follow your gem your white feathered friend icarus point to the sun if history speaks of two baby teeth im painting the hills blue and red they said beware lord hear my prayer ive wasted my throes on your head so can we be friends sweetly before the mystery ends i love you more than the world can contain in its lonely and ramshackle head theres only a shadow of me in a matter of speaking im dead im holding my breath my tongue on your chest what can be said of my heart if history speaks the kiss on my cheek where there remains but a mark beloved my john so ill carry on counting my cards down to one and when i am dead come visit my bed my fossil is bright in the sun so can we contend peacefully before my history ends jesus i need you be near me come shield me from fossils that fall on my head theres only a shadow of me in a matter of speaking im dead
Sufjan Stevens,The Predatory Wasp of the Palisades Is Out to Get Us!,2005,indie,thinking outrageously i write in cursive i hide in my bed with the lights on the floor wearing three layers of coats and leg warmers i see my own breath on the face of the door oh i am not quite sleeping oh i am fast in bed there on the wall in the bedroom creeping i see a wasp with her wings outstretched north of savanna we swim in the palisades i come out wearing my brothers red hat there on his shoulder my best friend is bit seven times he runs washing his face in his hands oh how i meant to tease him oh how i meant no harm touching his back with my hand i kiss him i see the wasp on the length of my arm oh great sights upon this state hallelu wonders bright and rivers lake hallelu we were in love we were in love palisades palisades i can wait i can wait trail of tears and horseshoe lake hallelu we were in love we were in love palisades palisades i can wait i can wait trusting things beyond mistake hallelu we were in love we were in love palisades palisades i can wait i can wait we were in love we were in love palisades palisades i can wait i can wait lamb of god we sound the horn hallelu we were in love we were in love palisades palisades i can wait i can wait unto us your ghost is born hallelu i cant explain the state that im in the state of my heart he was my best friend into the car from the back seat oh admiration in falling asleep all of my powers day after day i can tell you we swaggered and swayed deep in the tower the prairies below i can tell you the telling gets old terrible sting and terrible storm i can tell you the day we were born oh great sights upon this state hallelu my friend is gone he ran away i can tell you i love him each day wonders bright and rivers lake hallelu though we have sparred wrestled and raged i can tell you i love him each day trail of tears and horseshoe lake hallelu terrible sting terrible storm i can tell you we were in love we were in love palisades palisades i can wait i can wait trusting things beyond mistake hallelu
